date,verse_title,total_match_indices,score,matches_woodruff,matches_scriptures
"February 26, 1879 ",2 Peter 1:21,"[(14999, 263)]",0.72421,of humble men who spake as they were moved upon by the Holy,but holy men of God spake as they were moved by the Holy Ghost
"January 1, 1877 ",Moroni 5:2,"[(14041, 421)]",0.72369,God And we ask thee our Father in Heaven in the Name of,O God the Eternal Father we ask thee in the name of thy
"January 1, 1877 ",Doctrine and Covenants 20:77,"[(14041, 458)]",0.72369,God And we ask thee our Father in Heaven in the Name of,O God the Eternal Father we ask thee in the name of thy
"January 1, 1877 ",Doctrine and Covenants 20:79,"[(14041, 464)]",0.72369,God And we ask thee our Father in Heaven in the Name of,O God the Eternal Father we ask thee in the name of thy
"January 1, 1877 ",Moroni 4:3,"[(14041, 415)]",0.72369,God And we ask thee our Father in Heaven in the Name of,O God the Eternal Father we ask thee in the name of thy
"January 20, 1872 ",Job 32:8,"[(6945, 93)]",0.72366,to the saints The inspiration of the Almighty which giveth the spirit of,But there is a spirit in man and the inspiration of the Almighty giveth them understanding
"January 13, 1856 ",Doctrine and Covenants 27:9,"[(5380, 472)]",0.72318,Fathers to the children and the hearts of the children to their Fathers,of turning the hearts of the fathers to the children and the hearts
"June 2, 1836 ",Doctrine and Covenants 109:4,"[(4804, 555)]",0.72285,her father O God I ask thee in the name of Christ to,And now we ask thee Holy Father in the name of Jesus Christ
"January 21, 1847 ",Deuteronomy 12:12,"[(7586, 44)]",0.72229,your flocks and in your herds and in your fields and in your,and your daughters and your menservants and your maidservants and the Levite that
"March 4, 1849 ",1 Corinthians 12:27,"[(7823, 240)]",0.722,of the body of Christ And members in particular I told them I,Now ye are the body of Christ and members in particular
"April 15, 1837 ",Deuteronomy 18:13,"[(561, 53)]",0.72177,Thou shalt labour in the Temple of the Lord thy God Thou shalt,Thou shalt be perfect with the Lord thy God
"April 7, 1844 ",Joel 2:29,"[(274, 164)]",0.72135,things and I will in the last days pour out my spirit upon,And also upon the servants and upon the handmaids in those days will I pour out my spirit
"September 12, 1857 ",Mosiah 27:32,"[(11891, 365)]",0.72028,of a great many things which you have seen and heard The people,to all the people the things which they had heard and seen and
"June 11, 1843 ",Matthew 15:14,"[(4337, 189)]",0.72027,blind may lead the blind and both fall into the deatch together Their,Let them alone they be blind leaders of the blind And if the blind lead the blind both shall fall into the ditch
"January 13, 1881 ",Doctrine and Covenants 34:6,"[(15445, 475)]",0.71974,right to Enjoy lift up your voice as with the sound of a,To lift up your voice as with the sound of a trump both
"July 16, 1843 ",Philippians 3:14,"[(3003, 245)]",0.71945,mark or the prize of the high calling in Christ Jesus we found,I press toward the mark for the prize of the high calling of God in Christ Jesus
"April 19, 1893 ",Doctrine and Covenants 98:13,"[(15693, 533)]",0.71861,sake for he that layeth down his life for my sake shall find,And whoso layeth down his life in my cause for my name's sake shall find it again even life eternal
"January 4, 1852 ",Moses 7:11,"[(9428, 730)]",0.71849,God the Father the Son and the Holy Ghost that bears record of,and truth and of the Holy Ghost which beareth record of the Father and the Son
"September 10, 1843 ",Jacob 6:8,"[(5045, 349)]",0.71842,by the power of God and the gift of the Holy Ghost events,of Christ and the power of God and the gift of the Holy
"February 26, 1879 ",Jacob 6:9,"[(14815, 351)]",0.7183,ye Latter Day Saints do ye not know these things are true You,Know ye not that if ye will do these things that the power
"January 13, 1856 ",Doctrine and Covenants 138:48,"[(5407, 709)]",0.71802,work be done it will be done in Temples in our day and,Foreshadowing the great work to be done in the temples of the Lord
"December 20, 1850 ",Revelation 7:4,"[(8403, 276)]",0.71775,of the one hundred and forty four thousand sealed out of the Twelve,sealed an hundred and forty and four thousand of all the tribes of the children of Israel
"April 6, 1864 ",Doctrine and Covenants 136:2,"[(13529, 657)]",0.7176,Church of Jesus Christ of Latterday Saints President Brigham Young called the Meeting,Let all the people of The Church of Jesus Christ of Latterday Saints
"October 22, 1840 ",Psalms 137:5,"[(4991, 97)]",0.7173,of my mouth and my right hand forget her cunning when I will,If I forget thee O Jerusalem let my right hand forget her cunning
"February 26, 1879 ",Daniel 3:14,"[(14906, 160)]",0.71724,serve thy Gods men worship the golden Image which thou hast set up,Abednego do not ye serve my gods nor worship the golden image which I have set up
"July 23, 1835 ",2 Corinthians 11:29,"[(2535, 243)]",0.7172,same who is weak and I not weack who is offended and I,Who is weak and I am not weak who is offended and I burn not
"August 8, 1844 ",2 Corinthians 5:7,"[(3184, 242)]",0.71698,you called to walk by faith not by sight for always before you,For we walk by faith not by sight
"December 20, 1850 ",Ezekiel 39:4,"[(8459, 154)]",0.71594,thee and reveal unto thee thy duty yea and give unto thee many,and the people that is with thee I will give thee unto the
"April 15, 1837 ",Deuteronomy 16:11,"[(561, 49)]",0.71593,Thou shalt labour in the Temple of the Lord thy God Thou shalt,And thou shalt rejoice before the Lord thy God thou and thy son
"February 7, 1885 ",Mark 6:13,"[(15205, 198)]",0.71536,Oil and many were healed by the power of God Devils were cast,And they cast out many devils and anointed with oil many that were sick and healed them
"March 10, 1844 ",Doctrine and Covenants 2:2,"[(3848, 436)]",0.71523,hearts of the Fathers to the Children and the hearts of the Children,to the fathers and the hearts of the children shall turn to their fathers
"January 21, 1844 ",Doctrine and Covenants 2:2,"[(4897, 436)]",0.71523,hearts of the fathers to the children and the hearts of the children,to the fathers and the hearts of the children shall turn to their fathers
"July 2, 1840 ",Articles of Faith 1:4,"[(3442, 767)]",0.71496,repentance for remission of Sins and the gift of the Holy Ghost by,the remission of sins fourth Laying on of hands for the gift of the Holy Ghost
"March 7, 1897 ",Doctrine and Covenants 121:35,"[(15759, 576)]",0.71496,of this world who aspire to the honors of men and do not,and aspire to the honors of men that they do not learn this one lesson
"September 21, 1840 ",Acts 3:13,"[(1334, 229)]",0.71471,of life and health and of Abraham of Isaac and of Jacob I,The God of Abraham and of Isaac and of Jacob the God of
"January 1, 1877 ",Doctrine and Covenants 42:1,"[(14051, 480)]",0.71454,ask in the name of Jesus Christ the son of the living God,my name even Jesus Christ the Son of the living God the Savior
"April 6, 1871 ",Doctrine and Covenants 136:2,"[(6866, 657)]",0.71406,Church of Jesus Christ of Latterday Saints in the New Tabernacle at 10,Let all the people of The Church of Jesus Christ of Latterday Saints
"November 15, 1896 ",Doctrine and Covenants 53:1,"[(15796, 493)]",0.71386,have raised up in these last days that I have ordained you to,in the church which I the Lord have raised up in these last days
"August 16, 1844 ",Doctrine and Covenants 135:6,"[(3390, 649)]",0.71382,the bible Book of Mormon or Doctrine and Covenants or any of the,the Book of Mormon and this book of Doctrine and Covenants of the
"April 15, 1837 ",Job 5:24,"[(561, 92)]",0.71378,Thou shalt labour in the Temple of the Lord thy God Thou shalt,And thou shalt know that thy tabernacle shall be in peace and thou shalt visit thy habitation and shalt not sin
"July 29, 1843 ",Colossians 1:18,"[(3019, 247)]",0.71377,in the Church and that he is at the head of the Church,And he is the head of the body the church who is the
"August 5, 1860 ",Jacob 6:8,"[(13260, 349)]",0.71357,spirit and power of God the Holy Ghost and the gift of eternal,of Christ and the power of God and the gift of the Holy
"June 21, 1840 ",Ezekiel 31:1,"[(4111, 147)]",0.7133,the 15th Day of the third month of the eleventh year of the,And it came to pass in the eleventh year in the third month
"January 21, 1847 ",Deuteronomy 23:21,"[(7609, 54)]",0.71329,thee If thou shalt find that which thy neighbor has lost thou shalt,When thou shalt vow a vow unto the Lord thy God thou shalt
"January 21, 1847 ",Exodus 6:13,"[(7603, 18)]",0.7132,children of Israel out of the Land of Egypt and my arm is,charge unto the children of Israel and unto Pharaoh king of Egypt to bring the children of Israel out of the land of Egypt
"March 14, 1885 ",Doctrine and Covenants 98:13,"[(15301, 533)]",0.71307,life for my sake for He that layeth down his life for my,And whoso layeth down his life in my cause for my name's sake shall find it again even life eternal
"September 22, 1860 ",Doctrine and Covenants 124:142,"[(13165, 599)]",0.71301,of the Stake Also Joseph Young and 4 of his counselors Meeting opened,of the deacons and his counselors and also the president of the stake and his counselors
"February 17, 1857 ",Jeremiah 33:11,"[(11586, 140)]",0.71267,power of God his voice was as the voice of God and the,The voice of joy and the voice of gladness the voice of the
"September 5, 1841 ",Doctrine and Covenants 20:1,"[(4776, 449)]",0.71243,in the year of our Lord one thousand eight hundred and thirty six,thousand eight hundred and thirty years since the coming of our Lord and
"January 13, 1841 ",Moroni 4:3,"[(2677, 415)]",0.71237,I ask God the Eternal Father in the name of Jesus Christ to,O God the Eternal Father we ask thee in the name of thy
"January 13, 1841 ",Moroni 5:2,"[(2677, 421)]",0.71237,I ask God the Eternal Father in the name of Jesus Christ to,O God the Eternal Father we ask thee in the name of thy
"January 13, 1841 ",Doctrine and Covenants 20:77,"[(2677, 458)]",0.71237,I ask God the Eternal Father in the name of Jesus Christ to,O God the Eternal Father we ask thee in the name of thy
"January 13, 1841 ",Doctrine and Covenants 20:79,"[(2677, 464)]",0.71237,I ask God the Eternal Father in the name of Jesus Christ to,O God the Eternal Father we ask thee in the name of thy
"April 15, 1837 ",Doctrine and Covenants 28:15,"[(561, 474)]",0.7123,Thou shalt labour in the Temple of the Lord thy God Thou shalt,And it shall be given thee from the time thou shalt go until the time thou shalt return what thou shalt do
"February 17, 1857 ",Judges 13:9,"[(11586, 66)]",0.7123,power of God his voice was as the voice of God and the,And God hearkened to the voice of Manoah and the angel of God
"December 31, 1836 ",Ezekiel 30:20,"[(50, 145)]",0.71205,day of the first month of the Eleventh year of the Church the,And it came to pass in the eleventh year in the first month
"December 1, 1885 ",Doctrine and Covenants 75:34,"[(15238, 508)]",0.71204,my servant John Taylor 1808 and my servant Wilford Woodruff and my servant,And also my servant Sylvester Smith and my servant Gideon Carter
"February 21, 1859 ",Alma 19:36,"[(12261, 372)]",0.71176,and called upon the Lord to pour out his spirit upon us and,the Lord did begin to pour out his Spirit upon them and we
"January 1, 1861 ",Moroni 4:3,"[(13039, 415)]",0.7117,the walls of this House We ask thee O God the Eternal Father,O God the Eternal Father we ask thee in the name of thy
"January 1, 1861 ",Moroni 5:2,"[(13039, 421)]",0.7117,the walls of this House We ask thee O God the Eternal Father,O God the Eternal Father we ask thee in the name of thy
"January 1, 1861 ",Doctrine and Covenants 20:77,"[(13039, 458)]",0.7117,the walls of this House We ask thee O God the Eternal Father,O God the Eternal Father we ask thee in the name of thy
"January 1, 1861 ",Doctrine and Covenants 20:79,"[(13039, 464)]",0.7117,the walls of this House We ask thee O God the Eternal Father,O God the Eternal Father we ask thee in the name of thy
"April 11, 1893 ",Doctrine and Covenants 124:70,"[(15635, 588)]",0.71158,the Lord unto my servant John Taylor 1808 and my servant Wilford Woodruff,my servant Lyman Wight and my servant John Snider and my servant Peter
"December 20, 1848 ",Isaiah 60:17,"[(11530, 126)]",0.71148,"I will bring silver for wood brass for stones Iron[""] and truly this",For brass I will bring gold and for iron I will bring silver
"April 30, 1884 ",1 Thessalonians 4:15,"[(15143, 249)]",0.71113,this is the word of the Lord unto you And the Lord will,For this we say unto you by the word of the Lord that
"September 5, 1837 ",Doctrine and Covenants 58:58,"[(3538, 497)]",0.71107,of Joseph Smith Jr Oliver Cowdery Sidney Rigdon and of the Twelve and,Sidney Rigdon and Joseph Smith Jun return and also Oliver Cowdery with them
"January 13, 1856 ",Moses 7:10,"[(5381, 727)]",0.7108,"lest I come and smite the Earth with a curse"" Abram received the",themRepent lest I come out and smite them with a curse and they die
"July 28, 1860 ",1 Nephi 7:13,"[(13281, 292)]",0.71048,about it and if we are faithful we in our turn shall be,And if it so be that we are faithful to him we shall
"July 6, 1885 ",Genesis 36:14,"[(15229, 8)]",0.7097,She had 3 sons and 1 daughter Martered 2 sons and 1 Daughter,And these were the sons of Aholibamah the daughter of Anah the daughter
"October 20, 1855 ",Doctrine and Covenants 76:112,"[(5927, 515)]",0.70939,where God and Christ and celestial saints dwell they cannot come worlds without,And they shall be servants of the Most High but where God and Christ dwell they cannot come worlds without end
"January 13, 1856 ",Jacob 3:7,"[(5258, 344)]",0.70918,their wives wives their husbands children their parents and parents their children Brothers,their husbands and their wives love their children and their unbelief and their
"September 5, 1841 ",Moroni 10:4,"[(4758, 428)]",0.70878,AMEN O GOD THE Eternal Father I ASK THE IN THE NAME OF,would ask God the Eternal Father in the name of Christ if these
"February 12, 1841 ",Revelation 1:9,"[(2601, 274)]",0.70877,for the Word of God and the testimony of Jesus Christ by so,called Patmos for the word of God and for the testimony of Jesus Christ
"July 13, 1859 ",Doctrine and Covenants 76:54,"[(12487, 514)]",0.70874,and are they confined to the leaders of the Church Y They are,They are they who are the church of the Firstborn
"January 1, 1877 ",Mormon 9:29,"[(14051, 413)]",0.70856,ask in the name of Jesus Christ the son of the living God,worthiness and do it in the name of Jesus Christ the Son of
"January 1, 1858 ",Doctrine and Covenants 45:68,"[(11961, 487)]",0.70848,sword against his Neighbor will be oblieged to Flee to Zion for safety,will not take his sword against his neighbor must needs flee unto Zion for safety
"March 10, 1884 ",John 2:1,"[(15078, 219)]",0.70842,spoke upon the Marriage in Cana at Galilee He thought Jesus was the,And the third day there was a marriage in Cana of Galilee and the mother of Jesus was there
"June 2, 1836 ",Moroni 5:2,"[(4804, 421)]",0.70825,her father O God I ask thee in the name of Christ to,O God the Eternal Father we ask thee in the name of thy
"June 2, 1836 ",Moroni 4:3,"[(4804, 415)]",0.70825,her father O God I ask thee in the name of Christ to,O God the Eternal Father we ask thee in the name of thy
"June 2, 1836 ",Doctrine and Covenants 20:77,"[(4804, 458)]",0.70825,her father O God I ask thee in the name of Christ to,O God the Eternal Father we ask thee in the name of thy
"June 2, 1836 ",Doctrine and Covenants 20:79,"[(4804, 464)]",0.70825,her father O God I ask thee in the name of Christ to,O God the Eternal Father we ask thee in the name of thy
"June 11, 1843 ",3 Nephi 10:5,"[(4281, 392)]",0.70818,Jews how oft would I have gatherd you togetherd as a hen gathereth,And again how oft would I have gathered you as a hen gathereth
"December 24, 1852 ",Moses 5:13,"[(10438, 724)]",0.70803,and said unto them believe it not and they believed not in the,and he commanded them saying Believe it not and they believed it not
"January 29, 1854 ",Mosiah 18:13,"[(6702, 360)]",0.70708,had a good time the spirit of the Lord was poured out upon,the Spirit of the Lord be poured out upon you and may he
"April 7, 1844 ",Matthew 23:33,"[(380, 192)]",0.70692,how can ye escape the damnation of Hell here we have the testimony,Ye serpents ye generation of vipers how can ye escape the damnation of hell
"January 1, 1853 ",Mosiah 15:22,"[(10806, 355)]",0.70677,they should come forth in the morning of the first Resurrection and be,God shall come forth in the first resurrection therefore they are the first resurrection
"December 20, 1850 ",John 21:18,"[(8485, 227)]",0.70659,for thou shalt rend them in twain Thou shalt be deliverd out of,and walkedst whither thou wouldest but when thou shalt be old thou shalt
"April 15, 1837 ",Doctrine and Covenants 59:7,"[(561, 500)]",0.70657,Thou shalt labour in the Temple of the Lord thy God Thou shalt,Thou shalt thank the Lord thy God in all things
"March 7, 1897 ",Doctrine and Covenants 121:36,"[(15763, 578)]",0.70645,powers of heaven cannot be con trolled nor handled only upon the principles,heaven and that the powers of heaven cannot be controlled nor handled only upon the principles of righteousness
"March 2, 1849 ",Doctrine and Covenants 58:45,"[(7768, 495)]",0.70635,of Joseph used to push the people together from the ends of the,For behold they shall push the people together from the ends of the earth
"January 13, 1856 ",Doctrine and Covenants 110:15,"[(5380, 566)]",0.70616,Fathers to the children and the hearts of the children to their Fathers,To turn the hearts of the fathers to the children and the children to the fathers lest the whole earth be smitten with a curse
"January 22, 1843 ",Doctrine and Covenants 1:38,"[(2798, 433)]",0.70595,of God and though the heavens and earth should pass away my words,myself and though the heavens and the earth pass away my word shall
"January 13, 1856 ",Doctrine and Covenants 98:16,"[(5402, 535)]",0.70593,will turn the hearts of the children to the Ancient Fathers and the,of the children to their fathers and the hearts of the fathers to the children
"January 12, 1864 ",Leviticus 21:13,"[(13540, 26)]",0.70587,take more than one wife to take her to wife He had a,And he shall take a wife in her virginity
"January 21, 1847 ",Doctrine and Covenants 42:54,"[(7609, 482)]",0.70584,thee If thou shalt find that which thy neighbor has lost thou shalt,Thou shalt not take thy brother's garment thou shalt pay for that which thou shalt receive of thy brother
"July 28, 1860 ",Doctrine and Covenants 50:43,"[(13329, 488)]",0.70583,Now Jesus said I am in the Father and the Father in me,And the Father and I are one I am in the Father and
"August 23, 1857 ",Alma 35:13,"[(11803, 377)]",0.7058,the armies of Israel and the armies of the wicked He was ready,the armies of the Lamanites and the armies of the Zoramites and thus
"February 26, 1879 ",Proverbs 14:34,"[(14901, 98)]",0.70572,Nation while sin is a reproach to any People The question was asked,Righteousness exalteth a nation but sin is a reproach to any people
"April 15, 1837 ",Deuteronomy 14:26,"[(561, 48)]",0.70552,Thou shalt labour in the Temple of the Lord thy God Thou shalt,whatsoever thy soul desireth and thou shalt eat there before the Lord thy God and thou shalt rejoice thou and thine household
"April 15, 1837 ",Ezekiel 38:8,"[(561, 149)]",0.70531,Thou shalt labour in the Temple of the Lord thy God Thou shalt,After many days thou shalt be visited in the latter years thou shalt
"April 15, 1837 ",John 21:18,"[(566, 227)]",0.70519,the blood of Ephraim^ thou shalt have a celestial crown Thou shalt have,and walkedst whither thou wouldest but when thou shalt be old thou shalt
"January 15, 1877 ",2 Nephi 29:3,"[(14477, 334)]",0.70508,we should use the Bible in the garden and Bible and Book of,Bible! A Bible! We have got a Bible and there cannot be any more Bible
"April 15, 1837 ",Romans 13:9,"[(557, 235)]",0.70503,thee Thou shalt have long life and see good days Thou shalt be,For this Thou shalt not commit adultery Thou shalt not kill Thou shalt
"June 28, 1835 ",Doctrine and Covenants 136:2,"[(2518, 657)]",0.70487,Church of Jesus Christ of Latterday Saints organized on the 6th Day of,Let all the people of The Church of Jesus Christ of Latterday Saints
"March 10, 1844 ",Doctrine and Covenants 98:16,"[(3845, 535)]",0.70486,unto the Children and the hearts of the children unto the fathers even,of the children to their fathers and the hearts of the fathers to the children
"April 4, 1896 ",Haggai 2:4,"[(15621, 167)]",0.70479,Saith the Lord of hosts I the Lord have spoken and will be,of the land saith the Lord and work for I am with you saith the Lord of hosts
"February 26, 1879 ",Mormon 5:23,"[(14815, 407)]",0.70478,ye Latter Day Saints do ye not know these things are true You,Know ye not that ye are in the hands of God Know ye
"August 18, 1844 ",Jacob 3:3,"[(727, 339)]",0.70469,you will understand and see that all is right WO WO WO unto,But wo wo unto you that are not pure in heart that are
"January 4, 1852 ",Deuteronomy 12:12,"[(9475, 44)]",0.70468,if you sin against your family your parents your husband your wife your,and your daughters and your menservants and your maidservants and the Levite that
"January 13, 1856 ",Luke 1:17,"[(5402, 202)]",0.70455,will turn the hearts of the children to the Ancient Fathers and the,to turn the hearts of the fathers to the children and the disobedient
"February 26, 1879 ",Matthew 24:37,"[(14789, 194)]",0.70447,the days of the coming of the Son of man First to the,But as the days of Noe were so shall also the coming of the Son of man be
"February 20, 1881 ",Moroni 10:4,"[(15513, 428)]",0.70435,ask God the Eternal Father in the name of Jesus Christ to pour,would ask God the Eternal Father in the name of Christ if these
"February 3, 1854 ",3 Nephi 28:8,"[(6731, 406)]",0.70429,of an eye from mortality to immortality and shall be caught up to,eye from mortality to immortality and then shall ye be blessed in the kingdom of my Father
"June 11, 1843 ",John 5:26,"[(4349, 222)]",0.70409,of power As the father hath power in himself so the Son hath,For as the Father hath life in himself so hath he given to the Son to have life in himself
"October 20, 1855 ",Doctrine and Covenants 76:34,"[(5931, 513)]",0.70382,forgiveness in this world nor in the world to come and Parley Parker,Concerning whom I have said there is no forgiveness in this world nor in the world to come
October 6 1881 ,Moroni 10:4,"[(15500, 428)]",0.70366,would say 'O God the Eternal Father we ask thee in the name,would ask God the Eternal Father in the name of Christ if these
"January 5, 1861 ",1 Chronicles 6:58,"[(13155, 74)]",0.70349,her and took care of her but did not sleep with her as,And Hilen with her suburbs Debir with her suburbs
"April 15, 1837 ",Isaiah 58:9,"[(561, 124)]",0.70266,Thou shalt labour in the Temple of the Lord thy God Thou shalt,Then shalt thou call and the Lord shall answer thou shalt cry and
"April 6, 1852 ",Doctrine and Covenants 128:15,"[(9702, 604)]",0.70256,cannot be perfect without them no more than they can be perfect without,without us cannot be made perfectneither can we without our dead be made perfect
"January 17, 1843 ",Mark 1:4,"[(2700, 196)]",0.70245,of John it was the baptism of repentance unto the remission of sins,John did baptize in the wilderness and preach the baptism of repentance for the remission of sins
"August 23, 1844 ",Doctrine and Covenants 13:1,"[(881, 446)]",0.70219,in the earth that they shall never be taken from it until he,of sins and this shall never be taken again from the earth until
"August 23, 1844 ",Joseph Smith--History 1:69,"[(881, 760)]",0.70219,in the earth that they shall never be taken from it until he,of sins and this shall never be taken again from the earth until
"January 13, 1856 ",Joseph Smith--History 1:39,"[(5380, 742)]",0.70206,Fathers to the children and the hearts of the children to their Fathers,hearts of the children the promises made to the fathers and the hearts
"September 8, 1851 ",Song of Solomon 2:15,"[(8909, 102)]",0.70197,Foxes that spoil the vines we have a Prophet for a leader now,Take us the foxes the little foxes that spoil the vines for our vines have tender grapes
"December 20, 1850 ",Doctrine and Covenants 81:6,"[(8520, 516)]",0.70176,thou art of the Blood of Ephraim Thou shalt have a Celestial Crown,And if thou art faithful unto the end thou shalt have a crown
"April 9, 1852 ",2 Peter 2:4,"[(10048, 265)]",0.70159,were reserved in everlasting chains of darkness unto the judgment of the great,to hell and delivered them into chains of darkness to be reserved unto judgment
"October 6, 1891 ",Exodus 18:19,"[(15557, 22)]",0.70147,Saints will hearken unto my voice and the counsel of my Servants the,Hearken now unto my voice I will give thee counsel and God shall
"February 17, 1883 ",Joseph Smith--History 1:62,"[(15067, 747)]",0.70144,had translated them by the Urim and Thummim and He wanted to Publish,means of the Urim and Thummim I translated some of them which I
"April 30, 1897 ",Doctrine and Covenants 86:6,"[(15840, 523)]",0.70133,tares while the Blade is yet tender Lest you destroy the wheat also,blade is yet tender for verily your faith is weak lest you destroy the wheat also
"November 10, 1861 ",2 Chronicles 18:2,"[(12723, 85)]",0.70095,united with him they must go with him and follow him He should,he had with him and persuaded him to go up with him to Ramothgilead
"December 31, 1840 ",James 1:27,"[(1846, 260)]",0.70089,been a falling away from the pure and undefiled religion before God And,Pure religion and undefiled before God and the Father is this To visit
"August 8, 1847 ",Helaman 13:29,"[(11060, 383)]",0.70078,on the earth and ye are the people ye Elders of Israel and,O ye wicked and ye perverse generation ye hardened and ye stiffnecked people
"April 9, 1852 ",1 Corinthians 11:11,"[(9888, 239)]",0.70065,woman cannot be saved without a man neither can a man without a,Nevertheless neither is the man without the woman neither the woman without the man in the Lord
"January 17, 1843 ",Moroni 8:11,"[(2700, 426)]",0.70052,of John it was the baptism of repentance unto the remission of sins,And their little children need no repentance neither baptism Behold baptism is unto repentance to the fulfilling the commandments unto the remission of sins
