phrase_woodruff,phrase_scripture,similarity_score,verse_title,volume_title
thou shalt have a residence in zion and do a great work there thou shalt,in righteousness shalt thou be established thou shalt be far from oppression for thou shalt,0.6910284474770684,Isaiah 54:14,Old Testament
thou shalt have a residence in zion and do a great work there thou shalt,and thou shalt bring the levites before the tabernacle of the congregation and thou shalt,0.6908991047468128,Numbers 8:9,Old Testament
perry rockwood was appointed captains over a hundred and 4 captains of fifties and captains,and he will appoint him captains over thousands and captains over fifties and will set,0.6907080879390362,1 Samuel 8:12,Old Testament
house nor this city nor any of the houses of thy saints which have been,any work thou nor thy son nor thy daughter thy manservant nor thy maidservant nor,0.6904980448810872,Mosiah 13:18,Book of Mormon
it no eye hath seen no ear hath [heard] neither hath it entered into the,but as it is written eye hath not seen nor ear heard neither have entered,0.6904130018868806,1 Corinthians 2:9,New Testament
adamondiahman daviess county missouri and there bestowed upon them his last blessing and the lord,were righteous into the valley of adamondiahman and there bestowed upon them his last blessing,0.6902937906907352,Doctrine and Covenants 107:53,Doctrine and Covenants
thou shalt be a comfort unto them thou shalt be baptized the day thou art,and thou shalt dwell in the land of goshen and thou shalt be near unto,0.6902200861346559,Genesis 45:10,Old Testament
and jacob ot we ask thee in the name of jesus christ they son that,and now we ask thee holy father in the name of jesus christ the son,0.6901727590073902,Doctrine and Covenants 109:4,Doctrine and Covenants
thou shalt have a residence in zion and do a great work there thou shalt,six days thou shalt do thy work and on the seventh day thou shalt rest,0.6901349850994785,Exodus 23:12,Old Testament
of our god thou has said that thou would take unto thyself them whom thou,another thou condemnest thyself for thou that judgest doest the same things,0.6899145773926967,Romans 2:1,New Testament
might to prepare for those who are to tarry let each company with their captains,when the companies are organized let them go to with their might to prepare for those who are to tarry,0.689690843739187,Doctrine and Covenants 136:6,Doctrine and Covenants
not belong to the church of christ of chbelong to the church of the devil,of the church to belong to the church,0.6895945717377456,Doctrine and Covenants 51:4,Doctrine and Covenants
loosed 1862 in heaven and what you record on earth shall be recorded in heaven,loose on earth shall be loosed in heaven,0.6895127608083682,Doctrine and Covenants 124:93,Doctrine and Covenants
lord come and he shall turn the hearts of the fathers to the children and,the hearts of the fathers to the children and the hearts of the children to,0.6894804741495019,Doctrine and Covenants 27:9,Doctrine and Covenants
thou shalt be a comfort unto them thou shalt be baptized the day thou art,and thou shalt bring the levites before the tabernacle of the congregation and thou shalt,0.6894421202855564,Numbers 8:9,Old Testament
flesh and the slain of the lord will be many the sword of the lord,the slain of the lord shall be many,0.6892510382670985,Isaiah 66:16,Old Testament
and son wilford woodruff jr and his son wilford smith woodruff and his son charles,jozabad the son of jeshua and noadiah the son of binnui levites,0.6891266416524054,Ezra 8:33,Old Testament
what i the lord say unto you mine apostles i also say unto my servants,and what i say unto you i say unto all watch,0.6891090660389358,Mark 13:37,New Testament
to bring forth my work which foundation he did lay and was faithful and i,which foundation he did lay and was faithful and i took him to myself,0.6890997096871971,Doctrine and Covenants 136:38,Doctrine and Covenants
unto thee thou shalt have part in the first resurrection and thou shalt come forth,thou shalt have a place also without the camp whither thou shalt go forth abroad,0.6890830204722952,Deuteronomy 23:12,Old Testament
joseph smith jr the prophet 5 to hyrum smith the patriarch 4 to father john,the prophet joseph smith and my father hyrum smith brigham young john taylor wilford woodruff,0.6890465954612773,Doctrine and Covenants 138:53,Doctrine and Covenants
my servant john taylor 1808 and my servant wilford woodruff and my servant orson pratt,and also my servant sylvester smith and my servant gideon carter,0.6890009245764883,Doctrine and Covenants 75:34,Doctrine and Covenants
thou shalt be a comfort unto them thou shalt be baptized the day thou art,for from this time forth thou shalt be the father of his lies thou shalt,0.6887339624316169,Moses 5:24,Pearl of Great Price
two divisions one on the right and the other on the left the right hand,the other on the left and called the name of that on the right hand,0.6886105841578816,2 Chronicles 3:17,Old Testament
are the presidency of the church the same as we are at home their power,same and are the church of the firstborn,0.6885750367856791,Doctrine and Covenants 93:22,Doctrine and Covenants
should pass away my words shall not pass away if a man is born of,and though the heaven and the earth pass away these words shall not pass away but shall be fulfilled,0.6885743633775346,Doctrine and Covenants 56:11,Doctrine and Covenants
their wives wives their husbands children their parents and parents their children brothers their sisters,their wives and their sons and their little children,0.6884742035647178,Numbers 16:27,Old Testament
come upon the wicked and i say again wo unto that nation or house or,wo i say again unto that house or that village or city that rejecteth you,0.6880249493535853,Doctrine and Covenants 84:95,Doctrine and Covenants
keeping the commandments of god and preparing themselves for the great things of god which,were zealous for keeping the commandments of god,0.6879565203204359,Alma 21:23,Book of Mormon
god be avenged upon such a nation as this[] o god save thy saints while,be avenged on such a nation as this,0.687583019959577,Jeremiah 9:9,Old Testament
god be avenged upon such a nation as this[] o god save thy saints while,be avenged on such a nation as this,0.687583019959577,Jeremiah 5:9,Old Testament
commandments and statutes of the lord our god let the companies be organized with captains,all the commandments and statutes of the lord our god,0.6875636454294975,Doctrine and Covenants 136:2,Doctrine and Covenants
states making a distance in all of five thousand three hundred and fifty one miles,for six hundred thousand and three thousand and five hundred and fifty men,0.6874639921694037,Exodus 38:26,Old Testament
to heaven to keep all the commandments and statutes of the lord our god and,keep the statutes and the judgments and the commandments of god and he did do,0.6870942309751724,Helaman 3:20,Book of Mormon
if they love me they will keep my commandments if you want to be a,if ye love me keep my commandments,0.6870288343245329,John 14:15,New Testament
goodness of god neither have ye sought to recover israel wo wo wo unto you,wo wo be unto the inhabitants of the earth,0.6867942137023034,Moses 7:25,Pearl of Great Price
1808 and my servant wilford woodruff and my servant orson pratt and to all the,it is my will that my servant parley p pratt and my servant lyman wight,0.686762001260723,Doctrine and Covenants 103:30,Doctrine and Covenants
thou shalt be a comfort unto them thou shalt be baptized the day thou art,after many days thou shalt be visited in the latter years thou shalt come into,0.6861056350180327,Ezekiel 38:8,Old Testament
one hour in the power and demonstration of the holy spirit exhorted the saints to,in demonstration of the spirit and of power,0.6860538782879898,1 Corinthians 2:4,New Testament
thou shalt labour in the temple of the lord thy god thou shalt teach thy,of all his prophets and the lord said thou shalt entice him and thou shalt,0.6859279316357269,2 Chronicles 18:21,Old Testament
thou shalt have a residence in zion and do a great work there thou shalt,thou shalt not abhor an edomite for he is thy brother thou shalt not abhor,0.6858403204030245,Deuteronomy 23:7,Old Testament
god of abraham and of isaac and of jacob i am he who led the,abraham and the god of isaac and the god of jacob and it is that,0.6858402636817346,Mormon 9:11,Book of Mormon
and the love of god our father and the grace of jesus christ our lord,in our lord jesus christ in the sight of god and our father,0.685724774153308,1 Thessalonians 1:3,New Testament
jesus christ of latterday saints [figure] church of jesus christ of latterday saints met in,of my church of jesus christ of latterday saints scattered abroad in all the world,0.6855967954502042,Doctrine and Covenants 115:3,Doctrine and Covenants
and the love of god our father and the grace of jesus christ our lord,grace be to you and peace from god our father and from the lord jesus christ,0.6854826429657683,Ephesians 1:2,New Testament
and the love of god our father and the grace of jesus christ our lord,grace be to you and peace from god the father and from our lord jesus christ,0.6854826429657683,Galatians 1:3,New Testament
and the love of god our father and the grace of jesus christ our lord,grace be to you and peace from god our father and from the lord jesus christ,0.6854826429657683,2 Corinthians 1:2,New Testament
war against god and his church and kingdom upon the earth and wo wo is,wo wo be unto the inhabitants of the earth,0.6854061322251925,Moses 7:25,Pearl of Great Price
many souls shall be given unto the[e] and great shall be thy reward and eternal,great shall be their reward and eternal shall be their glory,0.6853807496012257,Doctrine and Covenants 76:6,Doctrine and Covenants
thou shalt be a comfort unto them thou shalt be baptized the day thou art,thou shalt not abhor an edomite for he is thy brother thou shalt not abhor,0.6853769036558293,Deuteronomy 23:7,Old Testament
himself a living sac rifice holy and acceptable unto god which is his reasonable service,a living sacrifice holy acceptable unto god which is your reasonable service,0.6853495641971568,Romans 12:1,New Testament
because of there wickedness and abominations and because they would shed the blood of prophets,they found it not because of wickedness and abominations,0.6852682834756701,Doctrine and Covenants 45:12,Doctrine and Covenants
"for the dead if the dead rise not and"" if their is one word of",the dead if the dead rise not at all why are they then baptized for the dead,0.6852528103213639,Doctrine and Covenants 128:16,Doctrine and Covenants
repent of all his sins and be baptized for the remission of his sins then,for all the sins of baasha and the sins of elah his son by which,0.6851938142725218,1 Kings 16:13,Old Testament
thou shalt be a comfort unto them thou shalt be baptized the day thou art,cursed shalt thou be when thou comest in and cursed shalt thou be when thou goest out,0.6851236367334294,Deuteronomy 28:19,Old Testament
work in this part of the land the churches in this part of the vineyard,of me in this part of my vineyard,0.6851183437084185,Doctrine and Covenants 72:5,Doctrine and Covenants
meeting in the afternoon on the testimony of the book of the book of mormon,to seal the testimony of this book and the book of mormon we announce the,0.6848753422882325,Doctrine and Covenants 135:1,Doctrine and Covenants
seal in the presence of god and the lamb and holy angels that they should,fire and brimstone in the presence of the holy angels and in the presence of the lamb,0.6848142565924527,Revelation 14:10,New Testament
thou shalt labour in the temple of the lord thy god thou shalt teach thy,whither thou wouldest but when thou shalt be old thou shalt stretch forth thy hands,0.6847063629676043,John 21:18,New Testament
seals their condemnation which lingereth not and their damnation which slumbereth not therefore they cannot,of a long time lingereth not and their damnation slumbereth not,0.6846593046380967,2 Peter 2:3,New Testament
work and is rapidly taking its flight from gentile america and wo wo wo is,wo wo wo unto this people wo unto the inhabitants of the whole earth except,0.6845374942190922,3 Nephi 9:2,Book of Mormon
j taylor 44 we met with 3 sons and 2 sons in law of john,and of the sons of harim eliezer ishijah malchiah shemaiah shimeon,0.6844463409554599,Ezra 10:31,Old Testament
j taylor 44 we met with 3 sons and 2 sons in law of john,of the sons of bani maadai amram and uel,0.6844463409554599,Ezra 10:34,Old Testament
thou shalt be a comfort unto them thou shalt be baptized the day thou art,and joab said unto him thou shalt not bear tidings this day but thou shalt,0.6844303948960873,2 Samuel 18:20,Old Testament
and son wilford woodruff jr and his son wilford smith woodruff and his son charles,uthai the son of ammihud the son of omri the son of imri the son,0.6842010237444416,1 Chronicles 9:4,Old Testament
and son wilford woodruff jr and his son wilford smith woodruff and his son charles,seraiah the son of hilkiah the son of meshullam the son of zadok the son,0.6842010237444416,Nehemiah 11:11,Old Testament
of things hopede for and the evidence of things ^not seen^hoped for g what do,now faith is the substance of things hoped for the evidence of things not seen,0.6840869669649036,Hebrews 11:1,New Testament
"and addressed the assembly from the following words ""what is man that thou art mindful",what is man that thou art mindful of him and the son of man that thou visitest him,0.6839583572373212,Psalms 8:4,Old Testament
extend to the laying on of hands for the giving of the holy ghost that,and to confirm the church by the laying on of the hands and the giving of the holy ghost,0.6838941387562899,Doctrine and Covenants 20:43,Doctrine and Covenants
thou shalt be a comfort unto them thou shalt be baptized the day thou art,fear not for thou shalt not be ashamed neither be thou confounded for thou shalt,0.6838903478040366,3 Nephi 22:4,Book of Mormon
thou shalt be a comfort unto them thou shalt be baptized the day thou art,fear not for thou shalt not be ashamed neither be thou confounded for thou shalt,0.6838903478040366,Isaiah 54:4,Old Testament
and son wilford woodruff jr and his son wilford smith woodruff and his son charles,michri and meshullam the son of shephathiah the son of reuel the son of ibnijah,0.6838854648865401,1 Chronicles 9:8,Old Testament
and son wilford woodruff jr and his son wilford smith woodruff and his son charles,and abda the son of shammua the son of galal the son of jeduthun,0.6838854648865401,Nehemiah 11:17,Old Testament
o lord i ask thee in the name of jesus christ thy son to look,and now we ask thee holy father in the name of jesus christ the son,0.6837093428631573,Doctrine and Covenants 109:4,Doctrine and Covenants
should pass away my words shall not pass away if a man is born of,though the heavens and the earth pass away my word shall not pass away but,0.6836288957420765,Doctrine and Covenants 1:38,Doctrine and Covenants
as it were in the days of noah and lot so shall it be in,but as it was in the days of noah so it shall be also at the coming of the son of man,0.6834197280165807,Joseph Smith--Matthew 1:41,Pearl of Great Price
rejected as a church with your dead saith the lord so if that house is,the appointment ye shall be rejected as a church with your dead saith the lord your god,0.6829104817704621,Doctrine and Covenants 124:32,Doctrine and Covenants
on of hands laying on of hands with me yesterday upon one of my wives,the laying on of the hands of the presbytery,0.6828582374064438,1 Timothy 4:14,New Testament
1808 and my servant wilford woodruff and my servant orson pratt and to all the,and also my servant ezra thayre and my servant thomas b marsh,0.6827720852333923,Doctrine and Covenants 75:31,Doctrine and Covenants
wilderness prepare ye the way of the lord and make his paths strait and they,the voice of one crying in the wilderness prepare ye the way of the lord make his paths straight,0.6826441108346619,Mark 1:3,New Testament
wilderness prepare ye the way of the lord and make his paths strait and they,the voice of one crying in the wilderness prepare ye the way of the lord make his paths straight,0.6826441108346619,Luke 3:4,New Testament
see it and know that i an god ye latter day saints do ye not,of god that ye may know that ye have eternal life and that ye may,0.682532623670405,1 John 5:13,New Testament
the name of the lord god of israel keep the word of wisdom erastus snow,the name of the lord god of israel,0.6823153583659021,2 Chronicles 6:7,Old Testament
the name of the lord god of israel keep the word of wisdom erastus snow,the name of the lord god of israel,0.6823153583659021,1 Kings 8:17,Old Testament
and son wilford woodruff jr and his son wilford smith woodruff and his son charles,and zabad his son and shuthelah his son and ezer and elead whom the men,0.6821390204082713,1 Chronicles 7:21,Old Testament
and son wilford woodruff jr and his son wilford smith woodruff and his son charles,son of maaseiah the son of ananiah by his house,0.6821016959973382,Nehemiah 3:23,Old Testament
is by the power of the holy priesthood and the holy ghost that they have,the spirit and by the power of the holy ghost for as the power of,0.6820415960980994,Moroni 6:9,Book of Mormon
wilderness crying out repent ye for the kingdom of heaven is at hand as much,and saying repent ye for the kingdom of heaven is at hand,0.6820080327290142,Matthew 3:2,New Testament
the hands of the servants of the lord ephr even the chrilden of ephraim and,the hands of the servants of the lord even the children of ephraim,0.6819848256345332,Doctrine and Covenants 133:32,Doctrine and Covenants
thou shalt be a comfort unto them thou shalt be baptized the day thou art,if thou be wise thou shalt be wise for thyself but if thou scornest thou alone shalt bear it,0.6819211036674288,Proverbs 9:12,Old Testament
thou shalt have a residence in zion and do a great work there thou shalt,thou shalt sow but thou shalt not reap thou shalt tread the olives but thou,0.6818946460556952,Micah 6:15,Old Testament
was necessary that another should be appointed in his stead to preside in new york,another if he should be appointed in his stead,0.6818459323416296,Mosiah 29:8,Book of Mormon
as great a prophet and he that believeth it may be saved and he that,and he that believeth and is baptized shall be saved but he that believeth not shall be damned,0.6818106265390195,Mormon 9:23,Book of Mormon
apostle said we have precept upon precept line upon line here a little and there,for he will give unto the faithful line upon line precept upon precept and i will try you and prove you herewith,0.68176997959313,Doctrine and Covenants 98:12,Doctrine and Covenants
the prince michael the archangel and the lord administered comfort unto adam and said unto,and the lord appeared unto them and they rose up and blessed adam and called him michael the prince the archangel,0.6817610177244724,Doctrine and Covenants 107:54,Doctrine and Covenants
ancient of days the father of all and the prince of all i quoted the,and also with michael or adam the father of all the prince of all the ancient of days,0.681711698522402,Doctrine and Covenants 27:11,Doctrine and Covenants
the matter death is here it is death that has caused it death is in,is the first death even that same death which is the last death which is,0.6815810907714198,Doctrine and Covenants 29:41,Doctrine and Covenants
the devil cast out you may go to work and cast him out if you,and i will cast you out of my sight as i have cast out all,0.6814180641453991,Jeremiah 7:15,Old Testament
thou shalt be a comfort unto them thou shalt be baptized the day thou art,and thou shalt grope at noonday as the blind gropeth in darkness and thou shalt,0.6813577922424235,Deuteronomy 28:29,Old Testament
unto thee thou shalt have part in the first resurrection and thou shalt come forth,for from this time forth thou shalt be the father of his lies thou shalt,0.681216922025978,Moses 5:24,Pearl of Great Price
the power of god and the gift of the holy ghost until they have gatherd,by the power of the holy ghost which is the gift of god unto all,0.6811981880594785,1 Nephi 10:17,Book of Mormon
their wives wives their husbands children their parents and parents their children brothers their sisters,their wives and their children and their houses and their homes,0.6811217289283835,Mormon 2:23,Book of Mormon
j taylor 44 we met with 3 sons and 2 sons in law of john,of the sons of uzziel michah of the sons of michah shamir,0.6810312478950202,1 Chronicles 24:24,Old Testament
against your family your parents your husband your wife your childrn seek forgiveness at their,idolatries and of your murders and your priestcrafts and your envyings and your strifes and,0.6808246148333972,3 Nephi 30:2,Book of Mormon
ye will live godly in christ jesus ye shall suffer persecution this kingdom has to,yea and all that will live godly in christ jesus shall suffer persecution,0.6807972996923842,2 Timothy 3:12,New Testament
quorum of the present twelve orson hyde parley parker pratt orson pratt wilford woodruff john,they are heber c kimball parley p pratt orson pratt orson hyde william smith john,0.6806375546751332,Doctrine and Covenants 124:129,Doctrine and Covenants
my son thou hast spoken well i have all thou hast said in my heart,thou in thy mercy hast led forth the people which thou hast redeemed thou hast,0.6805437117964269,Exodus 15:13,Old Testament
month the first day of the month and the first day of the week which,and in the seventh month on the first day of the month ye shall have,0.6805045585800013,Numbers 29:1,Old Testament
the days of the coming of the son of man first to the saints of,of the levites hashabiah the son of kemuel of the aaronites zadok,0.6802817285021441,1 Chronicles 27:17,Old Testament
were ministering spirits to them who should be heirs of salvation in the afternoon george,are they not all ministering spirits sent forth to minister for them who shall be heirs of salvation,0.6802557964842969,Hebrews 1:14,New Testament
the father in my name it shall be given unto you now jesus did not,ye shall ask the father in my name shall be given unto you,0.6801211265233785,3 Nephi 27:28,Book of Mormon
calling and the gift of the holy ghost ^and power^ of the holy ghost agreeable,and of the son and of the holy ghost,0.6800757856192189,Matthew 28:19,New Testament
name if they will hearken unto my voice and do as i command them the,but if they will not turn unto me and hearken unto my voice i will,0.6800534700267764,3 Nephi 16:15,Book of Mormon
days of noah the daughters of noah married out of the church in some instances,the daughters of zelophehad were mahlah and noah hoglah milcah and tirzah,0.679884076541935,Numbers 26:33,Old Testament
have what is the condemnation of this government light has come into the world and,and this is the condemnation that light is come into the world and men loved,0.6795602517790792,John 3:19,New Testament
same vers david gives 18000 talents of brass and 100000 talents talents of iron but,talents and one hundred thousand talents of iron,0.6794300609263725,1 Chronicles 29:7,Old Testament
orson hyde parley parker pratt orson pratt willard richards w woodruff john taylor 1808 and,they are heber c kimball parley p pratt orson pratt orson hyde william smith john,0.6789891686734149,Doctrine and Covenants 124:129,Doctrine and Covenants
"text [figure] ""the knowledge of god shall cover the earth as the waters cover the",for the earth shall be filled with the knowledge of the glory of the lord as the waters cover the sea,0.6789702048525132,Habakkuk 2:14,Old Testament
"in derision he will laugh at their calamity and mock when their fear cometh"" their",i also will laugh at your calamity i will mock when your fear cometh,0.6788743414046651,Proverbs 1:26,Old Testament
and son wilford woodruff jr and his son wilford smith woodruff and his son charles,and ziza the son of shiphi the son of allon the son of jedaiah the son of shimri the son of shemaiah,0.6788031021875811,1 Chronicles 4:37,Old Testament
the word of god and the testimony of jesus christ by so doing thou hast,word of god and for the testimony of jesus christ,0.6788016397756687,Revelation 1:9,New Testament
church of jesus christ of latterday saints i would write the history of the church,let all the people of the church of jesus christ of latterday saints and those,0.6787006801990975,Doctrine and Covenants 136:2,Doctrine and Covenants
president brigham young heber chase kimball and orson hyde orson pratt w woodruff john taylor,they are heber c kimball parley p pratt orson pratt orson hyde william smith john,0.6784806950963391,Doctrine and Covenants 124:129,Doctrine and Covenants
the days of the coming of the son of man first to the saints of,but as the days of noe were so shall also the coming of the son of man be,0.6784703340098075,Matthew 24:37,New Testament
and son wilford woodruff jr and his son wilford smith woodruff and his son charles,son of jair the son of shimei the son of kish a benjamite,0.6783877787472755,Esther 2:5,Old Testament
i am unable to say but many are called and few are chosen monday jan,for many are called but few are chosen,0.6783864804993996,Matthew 22:14,New Testament
and son wilford woodruff jr and his son wilford smith woodruff and his son charles,and his brethren by eliezer rehabiah his son and jeshaiah his son and joram his,0.6783358881029199,1 Chronicles 26:25,Old Testament
placed them on his left hand and ourselves on his right and set down upon,and maaseiah on his right hand and on his left hand pedaiah and mishael and,0.6782883342174588,Nehemiah 8:4,Old Testament
the redemption of zion and the coming of the son of man for his coming,the signs of the coming of the son of man,0.678146317497977,Doctrine and Covenants 68:11,Doctrine and Covenants
thou shalt be a comfort unto them thou shalt be baptized the day thou art,and i said unto her thou shalt abide for me many days thou shalt not,0.6780912895975837,Hosea 3:3,Old Testament
calling and the gift of the holy ghost ^and power^ of the holy ghost agreeable,by the power of the holy ghost which is the gift of god unto all,0.6779771145696939,1 Nephi 10:17,Book of Mormon
written by the hand of mormon upon plates taken from the plates of nephi translated,and these plates also are called the plates of nephi,0.677937188847448,1 Nephi 9:2,Book of Mormon
from under heaven for thou hast not kept the commandments of the lord but hast,o lord thou hast brought up my soul from the grave thou hast kept me,0.6779210753431004,Psalms 30:3,Old Testament
l snow at the close of the meeting i laying on of hands upon sister,the laying on of the hands of the presbytery,0.6776859445732826,1 Timothy 4:14,New Testament
poured out without measure upon the wicked but harken and hear o ye apostles elders,be poured out upon the wicked without measure,0.6775732191365003,Doctrine and Covenants 1:9,Doctrine and Covenants
at the coming of the son of man what are the signs of the times,the coming of the son of man be,0.6774123361526471,Joseph Smith--Matthew 1:43,Pearl of Great Price
at the coming of the son of man what are the signs of the times,the coming of the son of man be,0.6774123361526471,Matthew 24:39,New Testament
shalt live to honor thy parents and the priesthood thou shalt lay thy hands upon,and by thy sword shalt thou live and shalt serve thy brother and it shall,0.6773430683999866,Genesis 27:40,Old Testament
"come of thee and thou art a prince over them forever"" ""and adam stood up",to be at the head a multitude of nations shall come of thee and thou art a prince over them forever,0.6772494472541503,Doctrine and Covenants 107:55,Doctrine and Covenants
"of the lords prayer ""may thy kingdom come and thy will be done on earth",hallowed be thy name thy kingdom come thy will be done as in heaven so in earth,0.6771915252365863,Luke 11:2,New Testament
off from the church and given over to the buffetings of satan until the day,shall be delivered over to the buffetings of satan until the day of redemption,0.6771639884437739,Doctrine and Covenants 78:12,Doctrine and Covenants
month the first day of the month and the first day of the week which,and in the four and twentieth day of the first month as i was by,0.677135070293237,Daniel 10:4,Old Testament
perry rockwood was appointed captains over a hundred and 4 captains of fifties and captains,all captains of thousands and captains of hundreds,0.6771082566219614,1 Samuel 22:7,Old Testament
god of abraham and of isaac and of jacob i am he who led the,the god of abraham and of isaac and of jacob the god of our fathers,0.6769896714033168,Acts 3:13,New Testament
my servant john taylor 1808 and my servant wilford woodruff and my servant orson pratt,also my servant hyrum smith and my servant reynolds cahoon,0.6768727864940003,Doctrine and Covenants 75:32,Doctrine and Covenants
j taylor 44 we met with 3 sons and 2 sons in law of john,and the sons of onam were shammai and jada and the sons of shammai nadab and abishur,0.6766029377525454,1 Chronicles 2:28,Old Testament
and son wilford woodruff jr and his son wilford smith woodruff and his son charles,son of azareel the son of ahasai the son of meshillemoth the son of immer,0.6765163829182,Nehemiah 11:13,Old Testament
and 5 sons and 2 grand sons laid their hands upon my head and blessed,and the sons of kenaz othniel and seraiah and the sons of othniel hathath,0.6764926941643067,1 Chronicles 4:13,Old Testament
and 5 sons and 2 grand sons laid their hands upon my head and blessed,the sons of ezer bilhan and zavan and jakan the sons of dishan uz and aran,0.6764926941643067,1 Chronicles 1:42,Old Testament
and 5 sons and 2 grand sons laid their hands upon my head and blessed,the sons of naphtali jahziel and guni and jezer and shallum the sons of bilhah,0.6764926941643067,1 Chronicles 7:13,Old Testament
tabernacle he created us in the likeness of his own image the son has also,and that he created man male and female after his own image and in his own likeness created he them,0.6764556929334704,Doctrine and Covenants 20:18,Doctrine and Covenants
and son wilford woodruff jr and his son wilford smith woodruff and his son charles,and mattaniah the son of micha the son of zabdi the son of asaph was,0.6764496908253398,Nehemiah 11:17,Old Testament
on earth should be bound in heaven and what they loosed on earth should be,earth may be bound in heaven whatsoever you loose on earth may be loosed in heaven,0.6763609792660219,Doctrine and Covenants 127:7,Doctrine and Covenants
days of noah the daughters of noah married out of the church in some instances,daughters mahlah and noah hoglah milcah and tirzah,0.6763326560520277,Joshua 17:3,Old Testament
it unto you but if you are faithful the day will come when god will,by the will of god to come unto you,0.675900497651483,Romans 1:10,New Testament
living soul died in the sea and the third angel poured out his vial upon,and the second angel poured out his vial upon the sea and it became as,0.67584899837625,Revelation 16:3,New Testament
j taylor 44 we met with 3 sons and 2 sons in law of john,of the sons of asaph zaccur and joseph and nethaniah and asarelah the sons of,0.6757959563953445,1 Chronicles 25:2,Old Testament
created neither indeed can be and were from all eternity and that god formed the,not created or made neither indeed can be,0.6757781645290533,Doctrine and Covenants 93:29,Doctrine and Covenants
we say unto you that you shall have power over your enemies and you shall,say unto you that i give unto you a commandment that you shall go and,0.6756732495252114,Doctrine and Covenants 49:1,Doctrine and Covenants
elder have sons and daughters her sons should be the priests of god and live,his sons and his sons' sons with him his daughters and his sons' daughters and,0.6756594070226766,Genesis 46:7,Old Testament
and 5 sons and 2 grand sons laid their hands upon my head and blessed,and the sons of elkanah amasai and ahimoth,0.6756262677673721,1 Chronicles 6:25,Old Testament
and 5 sons and 2 grand sons laid their hands upon my head and blessed,and iphedeiah and penuel the sons of shashak,0.6756262677673721,1 Chronicles 8:25,Old Testament
as great a prophet and he that believeth it may be saved and he that,he that believeth and is baptized shall be saved but he that believeth not shall be damned,0.6756151558579483,Mark 16:16,New Testament
thou shalt have a residence in zion and do a great work there thou shalt,for this thou shalt not commit adultery thou shalt not kill thou shalt not steal,0.6755597026536668,Romans 13:9,New Testament
soon administer unto thee and reveal unto thee thy duty yea and give unto thee,against thee unto the lord and it be sin unto thee,0.6755493026721515,Deuteronomy 24:15,Old Testament
and prepare for the day of thy visit ation thy mourning thy calamity and thy,thy riches and thy fairs thy merchandise thy mariners and thy pilots thy calkers and,0.6753641664069922,Ezekiel 27:27,Old Testament
and son wilford woodruff jr and his son wilford smith woodruff and his son charles,son of shemaiah the son of mattaniah the son of michaiah the son of zaccur the son of asaph,0.6752962541818583,Nehemiah 12:35,Old Testament
"can say jesus is the christ but by the holy ghost"" should be translated no",calleth jesus accursed and that no man can say that jesus is the lord but by the holy ghost,0.6752681234783793,1 Corinthians 12:3,New Testament
this is eternal life to know god and jesus christ whom he has sent and,and this is life eternal that they might know thee the only true god and jesus christ whom thou hast sent,0.6752059519307648,John 17:3,New Testament
find any occasion against this daniel except we find it against him concerning the law,then said these men we shall not find any occasion against this daniel except we,0.6751842526457217,Daniel 6:5,Old Testament
high priests with the residue of his posterity who were righteous into the valley of,enoch and methuselah who were all high priests with the residue of his posterity who,0.6751753576923161,Doctrine and Covenants 107:53,Doctrine and Covenants
thou shalt be a comfort unto them thou shalt be baptized the day thou art,for this thou shalt not commit adultery thou shalt not kill thou shalt not steal,0.6751032324365818,Romans 13:9,New Testament
j taylor 44 we met with 3 sons and 2 sons in law of john,the sons of shobal alian and manahath and ebal shephi and onam and the sons of zibeon aiah and anah,0.6750770603975996,1 Chronicles 1:40,Old Testament
and the love of god our father and the grace of jesus christ our lord,the church through the will of god the father and the grace of your lord jesus christ,0.674880022078777,Doctrine and Covenants 21:1,Doctrine and Covenants
"glory to him for the hour of gods judgment is come"" ^and when that proclamation",and give glory to him for the hour of his judgment is come,0.6747797113397203,Doctrine and Covenants 133:38,Doctrine and Covenants
into the ears of the lord of sabaoth from one end of heaven to the,of your prayers have come up into the ears of the lord of sabaoth and,0.6743943332587184,Doctrine and Covenants 88:2,Doctrine and Covenants
we have held the power of government from generation to generation and what nation now,himself and his generation from generation to generation,0.674194804329861,Doctrine and Covenants 124:80,Doctrine and Covenants
this is eternal life to know god and jesus christ whom he has sent and,this is eternal livesto know the only wise and true god and jesus christ whom,0.6741944409639489,Doctrine and Covenants 132:24,Doctrine and Covenants
i will burn them up saith the lord of hosts as i the lord have,lord of hosts and in this place will i give peace saith the lord of hosts,0.6741212978839518,Haggai 2:9,Old Testament
loosed 1862 in heaven and what you record on earth shall be recorded in heaven,be bound in heaven and whatsoever you loose on earth shall be loosed in heaven,0.6739666395786653,Doctrine and Covenants 128:8,Doctrine and Covenants
the birth and life of christ the history of the church of jesus christ of,i of apollos and i of cephas and i of christ,0.6738434465642649,1 Corinthians 1:12,New Testament
not forgive ^it^ for i cannot if the lord will forgive you i will forgive,for if ye forgive men their trespasses your heavenly father will also forgive you,0.6738332958006957,Matthew 6:14,New Testament
not forgive ^it^ for i cannot if the lord will forgive you i will forgive,for if ye forgive men their trespasses your heavenly father will also forgive you,0.6738332958006957,3 Nephi 13:14,Book of Mormon
